idx,attr_a,attr_b,attr_c
88161,1,c,yes
88162,1,c,no
88163,3,a,yes
88164,1,c,no
88165,5,b,yes
88166,1,b,no
88167,1,c,no
88168,1,d,no
88169,1,c,yes
88170,4,c,no
88171,1,a,yes
88172,1,c,yes
88173,1,c,yes
88174,1,b,yes
88175,1,c,yes
88176,1,b,no
88177,1,d,no
88178,1,c,no
88179,1,d,yes
88180,3,d,yes
88181,5,b,yes
88182,5,a,no
88183,4,c,yes
88184,1,b,yes
88185,1,a,yes
88186,2,c,no
88187,4,d,yes
88188,1,d,yes
88189,5,a,yes
88190,5,c,no
88191,4,d,yes
88192,3,a,no
88193,1,b,no
88194,1,d,yes
88195,3,c,yes
88196,4,d,yes
88197,1,c,yes
88198,4,b,no
88199,5,d,no
88200,4,a,yes
88201,4,a,no
88202,1,b,yes
88203,1,b,yes
88204,5,c,yes
88205,1,d,no
88206,1,d,no
88207,5,c,yes
88208,1,c,yes
88209,1,b,yes
88210,5,d,no
88211,3,d,yes
88212,1,b,yes
88213,1,c,no
88214,4,d,yes
88215,2,b,yes
88216,1,d,yes
88217,3,a,yes
88218,3,d,yes
88219,3,c,no
88220,1,c,yes
88221,1,b,no
88222,1,b,no
88223,1,d,no
88224,1,b,no
88225,5,c,no
88226,4,c,yes
88227,5,d,no
88228,3,d,yes
88229,4,d,yes
88230,3,b,yes
88231,5,c,yes
88232,1,d,no
88233,1,d,yes
88234,1,c,yes
88235,5,c,yes
88236,5,c,no
88237,3,a,yes
88238,1,c,yes
88239,4,d,yes
88240,1,d,yes
88241,5,c,yes
88242,4,c,yes
88243,3,d,no
88244,1,d,yes
88245,1,c,yes
88246,1,d,yes
88247,4,c,yes
88248,5,c,yes
88249,1,d,yes
88250,3,a,no
88251,1,d,yes
88252,2,d,no
88253,1,d,yes
88254,5,d,yes
88255,1,d,yes
88256,4,d,no
88257,4,b,no
88258,1,c,no
88259,1,d,no
88260,5,b,yes
88261,5,b,yes
88262,1,a,yes
88263,3,b,yes
88264,1,d,no
88265,1,c,no
88266,4,c,yes
88267,3,a,no
88268,1,b,no
88269,1,d,yes
88270,1,b,no
88271,1,c,no
88272,5,d,yes
88273,1,d,no
88274,5,a,no
88275,1,d,yes
88276,5,d,no
88277,5,d,yes
88278,1,a,yes
88279,5,d,yes
88280,3,c,no
88281,1,d,yes
88282,1,c,yes
88283,1,b,yes
88284,1,b,no
88285,2,d,yes
88286,4,c,no
88287,3,a,yes
88288,5,c,yes
88289,1,d,yes
88290,1,d,no
88291,1,a,no
88292,1,d,yes
88293,5,d,no
88294,4,d,no
88295,1,a,yes
88296,1,d,yes
88297,1,c,yes
88298,2,d,no
88299,1,d,yes
88300,1,b,no
88301,2,d,no
88302,1,d,yes
88303,1,c,yes
88304,5,d,yes
88305,1,b,no
88306,1,a,yes
88307,5,c,yes
88308,1,c,no
88309,1,c,no
88310,5,b,yes
88311,3,d,no
88312,1,c,yes
88313,1,d,no
88314,1,c,yes
88315,1,d,yes
88316,3,b,no
88317,1,a,no
88318,1,c,yes
88319,1,a,yes
88320,2,c,no
88321,4,b,yes
88322,4,c,yes
88323,1,d,yes
88324,1,b,no
88325,1,a,yes
88326,4,d,no
88327,1,d,yes
88328,1,c,no
88329,3,d,no
88330,1,d,yes
88331,1,d,yes
88332,1,d,yes
88333,4,d,yes
88334,5,d,yes
88335,3,b,yes
88336,2,d,yes
88337,2,d,yes
88338,2,a,yes
88339,1,c,yes
88340,1,b,no
88341,1,a,yes
88342,5,d,no
88343,4,a,yes
88344,1,a,no
88345,3,b,no
88346,1,c,yes
88347,1,a,yes
88348,1,b,yes
88349,1,b,yes
88350,1,d,yes
88351,5,d,yes
88352,1,a,no
88353,1,c,no
88354,1,a,yes
88355,1,b,no
88356,4,b,yes
88357,3,a,yes
88358,5,d,yes
88359,1,c,yes
88360,5,b,yes
88361,1,c,yes
88362,1,d,no
88363,1,b,yes
88364,5,b,yes
88365,4,a,yes
88366,3,b,yes
88367,4,d,no
88368,5,d,yes
88369,3,d,no
88370,5,b,yes
88371,3,d,no
88372,3,b,no
88373,4,d,yes
88374,5,d,no
88375,1,c,yes
88376,2,c,yes
88377,1,d,no
88378,1,c,no
88379,1,b,yes
88380,1,b,no
88381,4,d,no
88382,1,c,yes
88383,1,d,yes
88384,3,b,no
88385,1,d,yes
88386,1,d,no
88387,1,c,yes
88388,4,d,yes
88389,1,d,yes
88390,2,b,yes
88391,1,d,yes
88392,3,d,no
88393,5,b,yes
88394,5,a,yes
88395,1,d,no
88396,1,d,yes
88397,4,d,no
88398,1,b,yes
88399,1,d,no
88400,4,d,no
88401,1,c,no
88402,2,d,yes
88403,1,b,yes
88404,1,d,yes
88405,5,c,yes
88406,3,d,no
88407,1,a,yes
88408,4,c,no
88409,1,d,yes
88410,1,b,no
88411,1,d,no
88412,1,c,yes
88413,1,b,yes
88414,1,d,yes
88415,5,b,yes
88416,1,d,no
88417,1,d,no
88418,1,c,yes
88419,1,a,no
88420,1,b,yes
88421,1,c,no
88422,4,c,yes
88423,4,d,yes
88424,1,a,yes
88425,1,c,yes
88426,1,c,yes
88427,1,d,yes
88428,1,d,no
88429,4,d,no
88430,5,b,yes
88431,5,c,no
88432,5,c,yes
88433,1,d,no
88434,1,d,yes
88435,5,d,yes
88436,1,d,yes
88437,4,d,no
88438,2,a,yes
88439,1,c,yes
88440,2,c,yes
88441,1,b,yes
88442,1,d,yes
88443,5,b,yes
88444,1,a,yes
88445,5,b,yes
88446,5,d,yes
88447,1,a,yes
88448,1,c,no
88449,1,c,no
88450,5,d,yes
88451,5,c,no
88452,5,d,yes
88453,1,b,yes
88454,1,c,yes
88455,1,d,no
88456,2,d,yes
88457,4,d,no
88458,5,a,yes
88459,5,b,yes
88460,1,d,yes
88461,2,d,yes
88462,4,b,no
88463,1,a,yes
88464,1,a,no
88465,4,d,yes
88466,1,b,yes
88467,5,a,no
88468,5,b,yes
88469,1,d,yes
88470,1,d,yes
88471,1,b,yes
88472,3,d,no
88473,1,c,yes
88474,1,d,yes
88475,5,b,yes
88476,5,d,yes
88477,1,d,yes
88478,4,a,no
88479,1,c,no
88480,4,c,yes
88481,1,c,yes
88482,1,d,yes
88483,1,d,yes
88484,3,c,no
88485,1,b,yes
88486,1,b,yes
88487,1,c,yes
88488,4,c,yes
88489,5,c,yes
88490,1,a,yes
88491,1,c,yes
88492,1,c,yes
88493,4,a,no
88494,2,c,yes
88495,1,c,no
88496,4,c,no
88497,1,d,yes
88498,5,a,yes
88499,4,b,yes
88500,1,d,no
88501,1,c,yes
88502,1,b,yes
88503,1,d,no
88504,1,d,no
88505,3,a,yes
88506,5,d,no
88507,1,b,no
88508,4,c,yes
88509,1,a,yes
88510,1,c,yes
88511,5,d,no
88512,1,d,yes
88513,1,b,yes
88514,1,c,no
88515,1,b,yes
88516,3,b,yes
88517,1,b,no
88518,1,d,yes
88519,4,d,no
88520,3,d,yes
88521,5,d,no
88522,5,d,yes
88523,4,d,yes
88524,4,b,no
88525,2,d,yes
88526,2,d,yes
88527,5,c,no
88528,1,d,no
88529,5,d,yes
88530,1,d,no
88531,1,d,yes
88532,1,c,no
88533,5,c,yes
88534,1,a,yes
88535,1,b,no
88536,1,b,yes
88537,4,b,no
88538,3,d,no
88539,1,d,no
88540,1,d,yes
88541,1,c,no
88542,4,d,no
88543,1,c,yes
88544,4,d,yes
88545,5,d,yes
88546,1,a,yes
88547,5,d,yes
88548,1,c,yes
88549,4,d,yes
88550,1,d,yes
88551,1,c,no
88552,3,c,yes
88553,1,c,no
88554,1,d,no
88555,1,d,yes
88556,1,d,yes
88557,3,b,yes
88558,1,b,yes
88559,1,d,yes
88560,1,c,no
88561,1,b,yes
88562,1,c,yes
88563,4,a,no
88564,5,b,yes
88565,1,c,yes
88566,5,c,yes
88567,1,d,yes
88568,1,b,yes
88569,5,c,yes
88570,4,c,yes
88571,1,c,yes
88572,1,c,yes
88573,4,c,yes
88574,1,d,no
88575,4,a,yes
88576,1,d,yes
88577,5,b,yes
88578,1,d,yes
88579,5,b,no
88580,5,a,yes
88581,1,d,no
88582,1,c,no
88583,5,d,yes
88584,1,c,no
88585,1,c,yes
88586,5,b,no
88587,1,d,yes
88588,1,c,no
88589,1,a,no
88590,4,c,yes
88591,1,b,yes
88592,1,d,yes
88593,1,d,no
88594,1,b,no
88595,4,a,yes
88596,1,c,yes
88597,1,d,yes
88598,4,d,no
88599,1,b,no
88600,2,c,no
88601,3,d,yes
88602,5,d,yes
88603,5,b,yes
88604,1,d,yes
88605,5,d,yes
88606,1,b,no
88607,5,d,yes
88608,1,d,yes
88609,3,d,no
88610,5,b,yes
88611,5,a,yes
88612,3,c,no
88613,3,c,yes
88614,1,c,yes
88615,2,c,yes
88616,1,d,yes
88617,1,c,no
88618,3,c,no
88619,1,c,no
88620,5,b,yes
88621,1,d,yes
88622,1,c,yes
88623,3,c,no
88624,1,b,no
88625,2,d,yes
88626,1,d,no
88627,4,c,yes
88628,4,c,no
88629,1,d,yes
88630,1,d,yes
88631,2,d,no
88632,5,d,yes
88633,4,d,yes
88634,1,d,yes
88635,1,a,yes
88636,2,c,yes
88637,3,b,yes
88638,1,c,no
88639,2,d,no
88640,5,c,yes
88641,4,c,yes
88642,5,d,yes
88643,1,c,no
88644,1,d,no
88645,1,c,yes
88646,1,c,yes
88647,1,c,yes
88648,4,b,yes
88649,3,d,yes
88650,1,c,yes
88651,5,c,yes
88652,4,d,yes
88653,1,c,no
88654,1,a,yes
88655,4,c,yes
88656,2,b,yes
88657,5,b,no
88658,2,a,no
88659,1,b,yes
88660,1,c,yes
88661,4,b,yes
88662,3,d,yes
88663,3,d,yes
88664,5,a,yes
88665,1,d,no
88666,3,c,yes
88667,5,c,yes
88668,1,d,yes
88669,1,b,yes
88670,5,c,no
88671,5,d,no
88672,1,d,yes
88673,5,b,yes
88674,5,c,yes
88675,1,c,yes
88676,4,d,yes
88677,1,b,yes
88678,1,d,yes
88679,1,d,no
88680,1,c,no
88681,1,d,yes
88682,1,a,yes
88683,4,b,no
88684,1,c,yes
88685,1,d,yes
88686,1,d,yes
88687,1,d,yes
88688,4,d,yes
88689,1,d,no
88690,4,b,no
88691,5,b,yes
88692,1,d,yes
88693,4,d,no
88694,5,c,no
88695,5,d,no
88696,1,d,no
88697,5,d,no
88698,3,c,yes
88699,1,c,yes
88700,1,d,yes
88701,1,b,yes
88702,1,c,yes
88703,1,d,yes
88704,1,c,yes
88705,5,a,no
88706,1,d,no
88707,4,b,yes
88708,3,b,yes
88709,2,d,no
88710,3,b,no
88711,1,b,yes
88712,1,b,yes
88713,1,c,yes
88714,5,d,no
88715,1,c,yes
88716,3,b,yes
88717,1,c,no
88718,4,c,yes
88719,3,d,yes
88720,5,b,yes
88721,2,d,yes
88722,4,d,no
88723,2,b,yes
88724,4,d,yes
88725,1,c,yes
88726,3,c,yes
88727,1,d,no
88728,1,c,no
88729,4,c,yes
88730,4,d,yes
88731,4,d,yes
88732,1,c,no
88733,5,d,yes
88734,5,a,yes
88735,1,d,yes
88736,2,a,yes
88737,1,d,yes
88738,1,b,yes
88739,1,d,no
88740,1,d,yes
88741,3,b,yes
88742,1,d,yes
88743,4,b,no
88744,5,b,yes
88745,4,d,yes
88746,4,d,yes
88747,1,d,no
88748,1,c,yes
88749,1,d,no
88750,5,c,yes
88751,1,d,yes
88752,1,c,yes
88753,1,d,no
88754,5,c,no
88755,1,c,no
88756,1,d,yes
88757,5,d,no
88758,5,c,no
88759,1,c,no
88760,1,d,no
88761,2,b,yes
88762,4,b,no
88763,1,c,yes
88764,5,c,no
88765,1,d,yes
88766,1,b,yes
88767,4,d,yes
88768,1,d,no
88769,1,b,yes
88770,4,d,yes
88771,1,d,no
88772,4,d,yes
88773,2,d,no
88774,1,c,yes
88775,3,d,yes
88776,1,d,yes
88777,1,c,yes
88778,5,d,no
88779,4,c,no
88780,5,d,yes
88781,1,b,no
88782,1,c,yes
88783,1,c,yes
88784,1,d,no
88785,1,d,no
88786,3,c,no
88787,1,c,yes
88788,1,b,yes
88789,5,b,yes
88790,4,d,yes
88791,1,b,yes
88792,4,c,yes
88793,5,d,yes
88794,5,c,yes
88795,4,a,yes
88796,3,d,yes
88797,1,c,yes
88798,1,d,yes
88799,1,c,yes
88800,1,b,no
88801,5,d,no
88802,5,c,no
88803,1,b,no
88804,1,d,no
88805,1,b,yes
88806,1,d,yes
88807,3,c,yes
88808,1,d,yes
88809,1,c,no
88810,1,b,yes
88811,1,b,yes
88812,1,d,yes
88813,1,d,yes
88814,3,b,yes
88815,5,d,yes
88816,1,d,yes
88817,1,c,no
88818,1,b,yes
88819,4,b,yes
88820,4,d,no
88821,5,c,yes
88822,5,b,yes
88823,5,a,no
88824,5,d,no
88825,2,b,yes
88826,1,d,yes
88827,4,a,yes
88828,1,c,no
88829,1,d,no
88830,1,a,no
88831,1,b,yes
88832,1,d,no
88833,4,a,no
88834,1,a,yes
88835,4,d,yes
88836,1,b,no
88837,4,d,yes
88838,5,a,no
88839,1,c,no
88840,4,d,yes
88841,1,c,no
88842,1,d,yes
88843,1,c,yes
88844,1,b,yes
88845,2,b,no
88846,1,c,yes
88847,1,d,no
88848,1,d,yes
88849,1,d,yes
88850,1,a,no
88851,5,d,yes
88852,4,b,yes
88853,1,c,yes
88854,2,c,yes
88855,1,d,yes
88856,1,b,yes
88857,2,d,no
88858,4,d,yes
88859,4,c,no
88860,3,a,no
88861,4,d,no
88862,3,c,yes
88863,2,a,yes
88864,4,d,no
88865,1,d,yes
88866,4,c,yes
88867,5,c,yes
88868,1,d,yes
88869,1,c,yes
88870,3,c,yes
88871,1,c,yes
88872,5,d,no
88873,5,d,no
88874,5,c,yes
88875,5,c,yes
88876,1,b,no
88877,1,d,no
88878,1,d,yes
88879,5,b,yes
88880,1,d,yes
88881,1,c,yes
88882,1,b,no
88883,5,a,yes
88884,1,c,yes
88885,2,b,yes
88886,1,b,yes
88887,5,c,yes
88888,4,d,no
88889,1,d,yes
88890,3,d,yes
88891,1,c,no
88892,1,b,no
88893,5,c,no
88894,1,d,no
88895,1,d,yes
88896,1,c,yes
88897,5,d,yes
88898,3,d,yes
88899,1,c,yes
88900,1,d,yes
88901,5,b,yes
88902,5,d,yes
88903,1,d,no
88904,1,c,yes
88905,1,d,yes
88906,4,b,no
88907,1,b,yes
88908,1,c,no
88909,1,d,yes
88910,5,b,no
88911,5,c,no
88912,1,c,yes
88913,2,d,no
88914,4,c,yes
88915,1,c,yes
88916,3,d,no
88917,5,d,yes
88918,1,d,yes
88919,1,c,yes
88920,1,b,yes
88921,5,d,yes
88922,1,c,yes
88923,1,b,yes
88924,1,b,yes
88925,5,c,yes
88926,1,c,yes
88927,1,c,no
88928,1,c,yes
88929,5,c,no
88930,1,b,yes
88931,1,b,yes
88932,5,b,no
88933,3,d,no
88934,2,c,yes
88935,5,a,no
88936,2,c,yes
88937,5,d,yes
88938,1,d,yes
88939,1,b,yes
88940,1,c,yes
88941,1,c,yes
88942,1,b,yes
88943,5,c,no
88944,1,b,yes
88945,1,b,no
88946,1,d,yes
88947,1,d,yes
88948,3,c,no
88949,5,d,yes
88950,4,a,yes
88951,1,a,no
88952,5,a,no
88953,4,d,yes
88954,1,d,no
88955,4,b,yes
88956,1,d,yes
88957,5,a,no
88958,1,d,no
88959,4,b,yes
88960,1,b,yes
88961,5,d,yes
88962,5,c,yes
88963,2,d,yes
88964,4,d,yes
88965,1,c,yes
88966,1,b,yes
88967,1,c,yes
88968,1,d,yes
88969,5,d,yes
88970,3,d,yes
88971,1,a,yes
88972,3,c,yes
88973,1,c,yes
88974,5,d,no
88975,2,d,no
88976,1,d,no
88977,4,d,yes
88978,1,a,yes
88979,5,d,yes
88980,1,a,no
88981,1,c,yes
88982,2,b,yes
88983,1,b,yes
88984,1,c,yes
88985,1,c,yes
88986,4,b,yes
88987,5,d,yes
88988,1,b,yes
88989,5,d,yes
88990,1,a,no
88991,1,b,no
88992,4,c,yes
88993,1,d,yes
88994,1,b,yes
88995,5,a,no
88996,1,d,yes
88997,4,c,yes
88998,3,d,yes
88999,1,d,yes
89000,1,d,no
89001,1,c,yes
89002,1,c,yes
89003,1,d,no
89004,1,b,yes
89005,4,b,yes
89006,1,b,no
89007,1,c,yes
89008,5,d,yes
89009,1,b,yes
89010,1,b,no
89011,4,b,yes
89012,4,d,yes
89013,1,d,yes
89014,1,d,yes
89015,4,d,yes
89016,3,a,yes
89017,1,d,no
89018,1,d,yes
89019,4,c,no
89020,5,d,yes
89021,2,c,no
89022,2,a,yes
89023,5,d,no
89024,1,d,yes
89025,1,c,yes
89026,3,d,yes
89027,1,d,yes
89028,5,b,yes
89029,4,a,no
89030,1,d,no
89031,5,c,yes
89032,4,c,yes
89033,5,b,yes
89034,3,c,yes
89035,1,c,yes
89036,4,b,yes
89037,3,d,yes
89038,1,d,no
89039,3,c,no
89040,4,d,yes
89041,1,c,yes
89042,1,c,yes
89043,3,c,no
89044,1,a,yes
89045,1,d,yes
89046,5,d,yes
89047,5,c,no
89048,1,d,no
89049,5,b,no
89050,1,d,no
89051,3,b,no
89052,3,d,no
89053,1,d,yes
89054,4,d,no
89055,3,d,no
89056,1,d,yes
89057,1,c,no
89058,1,a,yes
89059,1,d,yes
89060,4,d,yes
89061,4,c,yes
89062,1,d,no
89063,1,d,no
89064,1,c,no
89065,3,d,no
89066,5,c,yes
89067,1,d,yes
89068,5,c,no
89069,5,a,yes
89070,5,c,yes
89071,4,a,yes
89072,5,d,yes
89073,4,c,yes
89074,1,c,yes
89075,4,d,no
89076,4,b,no
89077,1,d,yes
89078,2,d,no
89079,1,d,no
89080,5,d,no
89081,1,c,no
89082,5,d,no
89083,1,c,yes
89084,1,a,no
89085,1,d,yes
89086,4,c,no
89087,1,d,no
89088,4,b,no
89089,1,c,yes
89090,1,c,no
89091,4,b,yes
89092,1,c,yes
89093,3,d,yes
89094,1,c,yes
89095,1,d,yes
89096,4,c,yes
89097,5,d,yes
89098,4,a,yes
89099,3,c,yes
89100,1,c,no
89101,1,a,yes
89102,3,d,yes
89103,1,c,yes
89104,3,c,no
89105,3,d,yes
89106,1,b,yes
89107,4,d,yes
89108,3,c,no
89109,1,d,no
89110,5,c,no
89111,1,c,yes
89112,5,d,no
89113,1,c,yes
89114,1,a,yes
89115,5,b,no
89116,5,d,yes
89117,5,d,yes
89118,1,c,no
89119,1,d,yes
89120,1,c,yes
89121,1,a,yes
89122,4,a,yes
89123,5,c,yes
89124,1,d,yes
89125,1,d,yes
89126,5,d,yes
89127,3,a,yes
89128,1,d,no
89129,1,d,yes
89130,1,d,yes
89131,2,d,yes
89132,1,c,yes
89133,5,d,yes
89134,2,b,yes
89135,1,b,no
89136,1,c,no
89137,1,b,yes
89138,1,c,no
89139,5,d,no
89140,1,d,yes
89141,1,b,no
89142,1,a,no
89143,4,d,yes
89144,5,b,yes
89145,1,b,yes
89146,4,d,no
89147,1,c,no
89148,1,c,yes
89149,3,a,yes
89150,3,d,yes
89151,1,b,yes
89152,3,d,no
89153,1,d,yes
89154,5,d,yes
89155,1,d,yes
89156,1,a,yes
89157,4,c,yes
89158,1,c,no
89159,4,c,yes
89160,5,d,yes
89161,2,c,no
89162,1,c,no
89163,4,d,no
89164,5,c,yes
89165,1,d,no
89166,2,b,yes
89167,1,c,yes
89168,5,c,no
89169,1,c,yes
89170,1,d,yes
89171,5,d,yes
89172,4,c,yes
89173,5,c,no
89174,1,b,yes
89175,1,d,no
89176,1,d,no
89177,1,d,yes
89178,5,d,no
89179,4,d,yes
89180,4,c,no
89181,1,b,yes
89182,1,c,yes
89183,1,b,no
89184,4,a,yes
89185,2,c,yes
89186,1,d,no
89187,1,d,yes
89188,1,c,yes
89189,1,d,yes
89190,1,d,no
89191,1,d,yes
89192,1,d,no
89193,5,d,no
89194,4,b,yes
89195,1,c,yes
89196,1,d,yes
89197,3,d,yes
89198,1,d,yes
89199,1,d,yes
89200,3,d,yes
89201,5,c,yes
89202,1,c,yes
89203,4,b,yes
89204,1,a,yes
89205,1,d,yes
89206,1,c,yes
89207,5,d,yes
89208,5,c,yes
89209,3,c,no
89210,1,c,yes
89211,1,d,no
89212,3,c,no
89213,1,a,no
89214,1,b,no
89215,1,b,yes
89216,5,a,no
89217,1,d,yes
89218,1,c,yes
89219,1,c,yes
89220,2,a,yes
89221,4,d,no
89222,5,d,yes
89223,1,d,yes
89224,5,d,yes
89225,3,b,no
89226,5,c,yes
89227,3,a,yes
89228,5,b,no
89229,5,d,yes
89230,4,c,no
89231,4,d,yes
89232,4,c,no
89233,1,b,no
89234,1,d,yes
89235,5,b,no
89236,1,c,yes
89237,1,c,yes
89238,1,c,no
89239,5,d,yes
89240,1,c,yes
89241,1,a,yes
89242,1,d,no
89243,4,a,no
89244,4,b,no
89245,1,c,no
89246,3,d,yes
89247,3,b,yes
89248,4,d,yes
89249,1,c,yes
89250,5,c,yes
89251,3,c,no
89252,1,d,no
89253,3,d,yes
89254,1,d,yes
89255,4,a,no
89256,5,c,yes
89257,5,a,yes
89258,1,c,no
89259,1,c,no
89260,4,c,yes
89261,1,c,yes
89262,1,d,yes
89263,1,c,yes
89264,1,b,no
89265,1,d,yes
89266,1,d,yes
89267,5,b,yes
89268,5,c,yes
89269,4,c,no
89270,5,a,yes
89271,4,b,no
89272,3,c,yes
89273,4,d,no
89274,1,d,yes
89275,4,a,yes
89276,3,c,yes
89277,1,c,yes
89278,4,c,no
89279,4,c,yes
89280,1,b,yes
89281,1,c,yes
89282,5,d,no
89283,1,a,no
89284,5,d,no
89285,1,b,no
89286,5,d,no
89287,1,d,yes
89288,1,d,yes
89289,1,d,yes
89290,4,d,yes
89291,3,b,yes
89292,5,c,yes
89293,1,b,yes
89294,1,b,yes
89295,3,c,no
89296,1,b,no
89297,5,c,yes
89298,1,c,yes
89299,1,a,yes
89300,1,b,yes
89301,2,d,yes
89302,1,c,yes
89303,1,b,yes
89304,1,a,no
89305,5,c,no
89306,5,c,yes
89307,1,d,yes
89308,1,d,yes
89309,1,d,yes
89310,3,d,no
89311,3,c,no
89312,5,a,no
89313,1,d,no
89314,1,d,no
89315,1,d,yes
89316,1,c,yes
89317,1,d,yes
89318,4,c,yes
89319,5,a,yes
89320,1,d,yes
89321,5,c,no
89322,1,d,no
89323,1,d,yes
89324,5,b,yes
89325,3,d,yes
89326,1,c,no
89327,5,c,no
89328,1,b,no
89329,1,b,yes
89330,1,d,no
89331,1,b,yes
89332,1,d,yes
89333,5,d,no
89334,1,a,yes
89335,1,b,yes
89336,1,b,no
89337,1,c,no
89338,1,a,yes
89339,1,a,no
89340,5,a,yes
89341,1,d,yes
89342,5,d,no
89343,1,d,yes
89344,3,d,no
89345,5,d,yes
89346,5,b,yes
89347,1,c,yes
89348,1,d,no
89349,1,d,yes
89350,1,c,no
89351,5,c,yes
89352,4,d,yes
89353,5,d,yes
89354,1,a,no
89355,1,b,yes
89356,1,d,yes
89357,5,c,yes
89358,1,b,no
89359,5,d,yes
89360,4,d,no
89361,5,d,yes
89362,1,d,yes
89363,1,b,no
89364,4,a,no
89365,1,a,yes
89366,3,d,no
89367,1,d,no
89368,2,d,yes
89369,4,d,yes
89370,1,c,yes
89371,3,b,yes
89372,1,c,no
89373,1,c,no
89374,1,d,yes
89375,1,c,yes
89376,5,d,yes
89377,5,b,yes
89378,5,c,yes
89379,1,a,no
89380,1,c,yes
89381,3,b,yes
89382,5,c,no
89383,5,d,no
89384,1,c,yes
89385,1,d,yes
89386,1,c,yes
89387,5,c,yes
89388,4,d,no
89389,1,b,yes
89390,3,d,no
89391,4,d,no
89392,4,d,yes
89393,5,d,no
89394,5,d,no
89395,1,b,yes
89396,1,a,yes
89397,1,d,yes
89398,1,b,no
89399,3,c,yes
89400,4,c,no
89401,1,d,yes
89402,3,c,yes
89403,4,c,yes
89404,3,b,no
89405,5,c,no
89406,5,c,yes
89407,3,d,no
89408,1,c,no
89409,1,d,yes
89410,1,b,yes
89411,2,b,no
89412,5,d,yes
89413,3,b,yes
89414,1,d,no
89415,2,d,yes
89416,1,b,yes
89417,1,c,yes
89418,1,d,yes
89419,4,c,yes
89420,1,b,no
89421,4,c,no
89422,4,b,no
89423,1,c,yes
89424,5,a,no
89425,2,d,no
89426,1,d,yes
89427,5,d,yes
89428,3,b,yes
89429,5,c,yes
89430,1,b,yes
89431,5,c,yes
89432,1,c,no
89433,5,d,yes
89434,1,d,no
89435,1,c,yes
89436,1,d,yes
89437,5,c,yes
89438,5,d,no
89439,1,c,yes
89440,1,c,yes
89441,3,c,no
89442,1,c,yes
89443,2,b,yes
89444,1,c,no
89445,1,a,yes
89446,1,a,yes
89447,1,d,yes
89448,5,d,no
89449,3,a,yes
89450,4,d,no
89451,5,a,yes
89452,4,b,yes
89453,1,d,yes
89454,1,d,yes
89455,2,b,yes
89456,5,a,yes
89457,5,c,yes
89458,5,c,yes
89459,1,d,yes
89460,1,d,yes
89461,3,b,no
89462,2,d,yes
89463,1,d,yes
89464,3,c,yes
89465,1,a,yes
89466,5,d,no
89467,5,d,yes
89468,1,c,yes
89469,4,d,yes
89470,2,b,no
89471,1,a,yes
89472,1,a,yes
89473,1,b,no
89474,1,b,no
89475,5,d,yes
89476,1,d,yes
89477,4,b,yes
89478,5,d,yes
89479,1,c,no
89480,1,b,yes
89481,1,d,yes
89482,5,a,yes
89483,3,d,yes
89484,1,d,no
89485,1,c,no
89486,4,c,yes
89487,1,c,no
89488,4,c,no
89489,5,d,no
89490,2,a,yes
89491,1,c,yes
89492,1,d,no
89493,4,c,yes
89494,1,d,yes
89495,1,d,no
89496,4,b,yes
89497,1,d,yes
89498,1,d,yes
89499,5,c,yes
89500,2,c,yes
89501,1,d,yes
89502,1,d,yes
89503,5,d,no
89504,1,c,no
89505,1,d,no
89506,1,c,yes
89507,1,d,yes
89508,1,a,yes
89509,5,c,yes
89510,5,b,no
89511,1,c,no
89512,1,c,no
89513,1,c,yes
89514,1,d,yes
89515,1,b,yes
89516,5,d,yes
89517,5,d,yes
89518,1,c,yes
89519,4,c,no
89520,1,d,no
89521,1,a,yes
89522,5,b,yes
89523,1,b,yes
89524,1,d,yes
89525,4,c,no
89526,1,d,yes
89527,1,b,yes
89528,1,d,yes
89529,2,c,yes
89530,4,d,no
89531,4,d,yes
89532,2,c,yes
89533,3,d,yes
89534,2,a,yes
89535,1,b,yes
89536,1,d,yes
89537,1,d,no
89538,4,c,yes
89539,3,d,yes
89540,1,c,yes
89541,5,c,yes
89542,5,d,yes
89543,3,c,no
89544,5,a,yes
89545,5,c,yes
89546,5,c,yes
89547,2,a,yes
89548,3,a,yes
89549,1,d,no
89550,1,c,yes
89551,1,d,yes
89552,1,d,no
89553,3,d,yes
89554,1,b,yes
89555,1,c,no
89556,1,d,yes
89557,1,c,yes
89558,1,c,no
89559,1,d,yes
89560,5,d,yes
89561,1,c,yes
89562,4,c,yes
89563,1,d,no
89564,1,d,no
89565,2,c,yes
89566,4,d,no
89567,1,b,no
89568,5,d,yes
89569,1,d,yes
89570,1,a,yes
89571,1,d,no
89572,1,c,no
89573,4,c,yes
89574,5,d,yes
89575,5,c,yes
89576,4,d,yes
89577,1,d,yes
89578,5,c,yes
89579,1,b,no
89580,1,c,yes
89581,4,b,yes
89582,1,d,no
89583,5,d,yes
89584,5,b,yes
89585,1,c,yes
89586,5,c,yes
89587,1,b,yes
89588,4,d,no
89589,5,d,yes
89590,5,b,yes
89591,2,d,no
89592,1,a,yes
89593,5,c,yes
89594,5,c,yes
89595,1,b,yes
89596,2,c,yes
89597,1,b,yes
89598,5,a,yes
89599,2,d,yes
89600,5,d,yes
89601,1,d,yes
89602,1,d,yes
89603,1,c,yes
89604,3,a,yes
89605,4,c,yes
89606,1,d,yes
89607,1,c,yes
